As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score,tconst,imdb_title,genres,averageRating,numVotes
2020-09-24,8,7,-,The American Barbecue Showdown,TV Show,Yes,"Sep 18, 2020",3,8,tt12938472,The American Barbecue Showdown,"Game-Show,Reality-TV",7.2,2128
2020-09-24,9,8,2,Away,TV Show,Yes,"Sep 4, 2020",20,156,tt8787802,Away,"Drama,Romance,Sci-Fi",6.6,26841
2020-09-24,10,-,-,Cocomelon,TV Show,,"Jun 1, 2020",16,36,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-09-25,1,1,-,Ratched,TV Show,Yes,"Sep 18, 2020",7,70,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-09-25,2,2,-,Enola Holmes,Movie,Yes,"Sep 23, 2020",2,18,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-09-25,3,-,-,Real Steel,Movie,,"Sep 24, 2020",1,8,tt0433035,Real Steel,"Action,Drama,Sci-Fi",7.1,376067
2020-09-25,4,3,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",7,59,,,,,
2020-09-25,5,5,3,The Smurfs 2,Movie,,"Sep 15, 2020",9,61,tt2017020,The Smurfs 2,"Adventure,Animation,Comedy",5.3,49677
2020-09-25,6,4,10,The Take,Movie,,"Sep 16, 2020",8,52,tt2368619,The Take,"Action,Adventure,Crime",6.3,54376
2020-09-25,7,6,-,The Blacklist,TV Show,,"Sep 15, 2014",5,18,tt2741602,The Blacklist,"Crime,Drama,Mystery",7.9,296250
2020-09-25,8,7,5,Cobra Kai,TV Show,,"Aug 28, 2020",28,219,tt7221388,Cobra Kai,"Action,Comedy,Drama",8.4,237505
2020-09-25,9,8,-,The American Barbecue Showdown,TV Show,Yes,"Sep 18, 2020",4,10,tt12938472,The American Barbecue Showdown,"Game-Show,Reality-TV",7.2,2128
2020-09-25,10,10,-,Cocomelon,TV Show,,"Jun 1, 2020",17,37,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-09-26,1,2,-,Enola Holmes,Movie,Yes,"Sep 23, 2020",3,28,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-09-26,2,1,1,Ratched,TV Show,Yes,"Sep 18, 2020",8,79,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-09-26,3,3,-,Real Steel,Movie,,"Sep 24, 2020",2,16,tt0433035,Real Steel,"Action,Drama,Sci-Fi",7.1,376067
2020-09-26,4,4,2,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",8,66,,,,,
2020-09-26,5,5,3,The Smurfs 2,Movie,,"Sep 15, 2020",10,67,tt2017020,The Smurfs 2,"Adventure,Animation,Comedy",5.3,49677
2020-09-26,6,6,5,The Take,Movie,,"Sep 16, 2020",9,57,tt2368619,The Take,"Action,Adventure,Crime",6.3,54376
2020-09-26,7,-,-,The Great British Baking Show,TV Show,,"Oct 3, 2015",1,4,tt1877368,The Great British Baking Show,"Game-Show,Reality-TV",8.6,15026
2020-09-26,8,7,-,The Blacklist,TV Show,,"Sep 15, 2014",6,21,tt2741602,The Blacklist,"Crime,Drama,Mystery",7.9,296250
2020-09-26,9,10,-,Cocomelon,TV Show,,"Jun 1, 2020",18,39,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-09-26,10,8,7,Cobra Kai,TV Show,,"Aug 28, 2020",29,220,tt7221388,Cobra Kai,"Action,Comedy,Drama",8.4,237505
2020-09-27,1,1,-,Enola Holmes,Movie,Yes,"Sep 23, 2020",4,38,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-09-27,2,2,1,Ratched,TV Show,Yes,"Sep 18, 2020",9,88,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-09-27,3,3,-,Real Steel,Movie,,"Sep 24, 2020",3,24,tt0433035,Real Steel,"Action,Drama,Sci-Fi",7.1,376067
2020-09-27,4,4,2,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",9,73,,,,,
2020-09-27,5,6,3,The Take,Movie,,"Sep 16, 2020",10,63,tt2368619,The Take,"Action,Adventure,Crime",6.3,54376
2020-09-27,6,5,4,The Smurfs 2,Movie,,"Sep 15, 2020",11,72,tt2017020,The Smurfs 2,"Adventure,Animation,Comedy",5.3,49677
2020-09-27,7,-,-,The Good Place,TV Show,,"Aug 21, 2017",1,4,tt4955642,The Good Place,"Comedy,Drama,Fantasy",8.2,214222
2020-09-27,8,10,8,Cobra Kai,TV Show,,"Aug 28, 2020",30,223,tt7221388,Cobra Kai,"Action,Comedy,Drama",8.4,237505
2020-09-27,9,9,-,Cocomelon,TV Show,,"Jun 1, 2020",19,41,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-09-27,10,-,-,Sneakerheads,TV Show,Yes,"Sep 25, 2020",1,1,tt10151772,Sneakerheads,Comedy,6.1,1736
2020-09-28,1,2,1,Ratched,TV Show,Yes,"Sep 18, 2020",10,98,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-09-28,2,1,-,Enola Holmes,Movie,Yes,"Sep 23, 2020",5,47,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-09-28,3,3,-,Real Steel,Movie,,"Sep 24, 2020",4,32,tt0433035,Real Steel,"Action,Drama,Sci-Fi",7.1,376067
2020-09-28,4,7,-,The Good Place,TV Show,,"Aug 21, 2017",2,11,tt4955642,The Good Place,"Comedy,Drama,Fantasy",8.2,214222
2020-09-28,5,4,3,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",10,79,,,,,
2020-09-28,6,-,-,Bad Teacher,Movie,,"Sep 27, 2020",1,5,tt1284575,Bad Teacher,"Comedy,Romance",5.7,220486
2020-09-28,7,10,-,Sneakerheads,TV Show,Yes,"Sep 25, 2020",2,5,tt10151772,Sneakerheads,Comedy,6.1,1736
2020-09-28,8,5,2,The Take,Movie,,"Sep 16, 2020",11,66,tt2368619,The Take,"Action,Adventure,Crime",6.3,54376
2020-09-28,9,6,4,The Smurfs 2,Movie,,"Sep 15, 2020",12,74,tt2017020,The Smurfs 2,"Adventure,Animation,Comedy",5.3,49677
2020-09-28,10,8,6,Cobra Kai,TV Show,,"Aug 28, 2020",31,224,tt7221388,Cobra Kai,"Action,Comedy,Drama",8.4,237505
2020-09-29,1,1,1,Ratched,TV Show,Yes,"Sep 18, 2020",11,108,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-09-29,2,2,-,Enola Holmes,Movie,Yes,"Sep 23, 2020",6,56,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-09-29,3,3,-,Real Steel,Movie,,"Sep 24, 2020",5,40,tt0433035,Real Steel,"Action,Drama,Sci-Fi",7.1,376067
2020-09-29,4,6,-,Bad Teacher,Movie,,"Sep 27, 2020",2,12,tt1284575,Bad Teacher,"Comedy,Romance",5.7,220486
2020-09-29,5,4,-,The Good Place,TV Show,,"Aug 21, 2017",3,17,tt4955642,The Good Place,"Comedy,Drama,Fantasy",8.2,214222
2020-09-29,6,5,2,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",11,84,,,,,
2020-09-29,7,7,-,Sneakerheads,TV Show,Yes,"Sep 25, 2020",3,9,tt10151772,Sneakerheads,Comedy,6.1,1736
2020-09-29,8,-,-,Cocomelon,TV Show,,"Jun 1, 2020",20,44,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-09-29,9,10,5,Cobra Kai,TV Show,,"Aug 28, 2020",32,226,tt7221388,Cobra Kai,"Action,Comedy,Drama",8.4,237505
2020-09-29,10,-,8,The Blacklist,TV Show,,"Sep 15, 2014",7,22,tt2741602,The Blacklist,"Crime,Drama,Mystery",7.9,296250
2020-09-30,1,1,1,Ratched,TV Show,Yes,"Sep 18, 2020",12,118,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-09-30,2,4,-,Bad Teacher,Movie,,"Sep 27, 2020",3,21,tt1284575,Bad Teacher,"Comedy,Romance",5.7,220486
2020-09-30,3,2,-,Enola Holmes,Movie,Yes,"Sep 23, 2020",7,64,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-09-30,4,3,-,Real Steel,Movie,,"Sep 24, 2020",6,47,tt0433035,Real Steel,"Action,Drama,Sci-Fi",7.1,376067
2020-09-30,5,5,-,The Good Place,TV Show,,"Aug 21, 2017",4,23,tt4955642,The Good Place,"Comedy,Drama,Fantasy",8.2,214222
2020-09-30,6,6,2,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",12,89,,,,,
2020-09-30,7,8,-,Cocomelon,TV Show,,"Jun 1, 2020",21,48,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-09-30,8,7,-,Sneakerheads,TV Show,Yes,"Sep 25, 2020",4,12,tt10151772,Sneakerheads,Comedy,6.1,1736
2020-09-30,9,10,6,The Blacklist,TV Show,,"Sep 15, 2014",8,24,tt2741602,The Blacklist,"Crime,Drama,Mystery",7.9,296250
2020-09-30,10,9,5,Cobra Kai,TV Show,,"Aug 28, 2020",33,227,tt7221388,Cobra Kai,"Action,Comedy,Drama",8.4,237505
2020-10-01,1,-,-,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",1,10,,,,,
2020-10-01,2,1,1,Ratched,TV Show,Yes,"Sep 18, 2020",13,127,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-01,3,2,-,Bad Teacher,Movie,,"Sep 27, 2020",4,29,tt1284575,Bad Teacher,"Comedy,Romance",5.7,220486
2020-10-01,4,3,2,Enola Holmes,Movie,Yes,"Sep 23, 2020",8,71,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-10-01,5,5,-,The Good Place,TV Show,,"Aug 21, 2017",5,29,tt4955642,The Good Place,"Comedy,Drama,Fantasy",8.2,214222
2020-10-01,6,4,-,Real Steel,Movie,,"Sep 24, 2020",7,52,tt0433035,Real Steel,"Action,Drama,Sci-Fi",7.1,376067
2020-10-01,7,-,-,Welcome to Sudden Death,Movie,,"Sep 29, 2020",1,4,tt10804786,Welcome to Sudden Death,"Action,Adventure,Drama",4.3,3478
2020-10-01,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",22,51,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-01,9,6,3,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",13,91,,,,,
2020-10-01,10,-,-,Wentworth,TV Show,Yes,"Nov 8, 2014",1,1,tt2433738,Wentworth,"Crime,Drama,Thriller",8.6,26544
2020-10-02,1,1,-,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",2,20,,,,,
2020-10-02,2,2,1,Ratched,TV Show,Yes,"Sep 18, 2020",14,136,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-02,3,-,-,The Outpost,Movie,,"Oct 1, 2020",1,8,tt3833480,The Outpost,"Action,Drama,History",6.8,46762
2020-10-02,4,4,2,Enola Holmes,Movie,Yes,"Sep 23, 2020",9,78,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-10-02,5,5,-,The Good Place,TV Show,,"Aug 21, 2017",6,35,tt4955642,The Good Place,"Comedy,Drama,Fantasy",8.2,214222
2020-10-02,6,7,-,Welcome to Sudden Death,Movie,,"Sep 29, 2020",2,9,tt10804786,Welcome to Sudden Death,"Action,Adventure,Drama",4.3,3478
2020-10-02,7,10,-,Wentworth,TV Show,Yes,"Nov 8, 2014",2,5,tt2433738,Wentworth,"Crime,Drama,Thriller",8.6,26544
2020-10-02,8,3,-,Bad Teacher,Movie,,"Sep 27, 2020",5,32,tt1284575,Bad Teacher,"Comedy,Romance",5.7,220486
2020-10-02,9,-,-,Yogi Bear,Movie,,"Oct 1, 2020",1,2,tt1302067,Yogi Bear,"Adventure,Animation,Comedy",4.6,24417
2020-10-02,10,8,10,Cocomelon,TV Show,,"Jun 1, 2020",23,52,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-03,1,1,-,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",3,30,,,,,
2020-10-03,2,2,2,Ratched,TV Show,Yes,"Sep 18, 2020",15,145,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-03,3,3,-,The Outpost,Movie,,"Oct 1, 2020",2,16,tt3833480,The Outpost,"Action,Drama,History",6.8,46762
2020-10-03,4,-,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",1,7,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-03,5,4,1,Enola Holmes,Movie,Yes,"Sep 23, 2020",10,84,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-10-03,6,6,-,Welcome to Sudden Death,Movie,,"Sep 29, 2020",3,14,tt10804786,Welcome to Sudden Death,"Action,Adventure,Drama",4.3,3478
2020-10-03,7,-,7,The Great British Baking Show,TV Show,,"Oct 3, 2015",2,8,tt1877368,The Great British Baking Show,"Game-Show,Reality-TV",8.6,15026
2020-10-03,8,7,-,Wentworth,TV Show,Yes,"Nov 8, 2014",3,8,tt2433738,Wentworth,"Crime,Drama,Thriller",8.6,26544
2020-10-03,9,5,-,The Good Place,TV Show,,"Aug 21, 2017",7,37,tt4955642,The Good Place,"Comedy,Drama,Fantasy",8.2,214222
2020-10-03,10,10,9,Cocomelon,TV Show,,"Jun 1, 2020",24,53,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-04,1,1,-,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",4,40,,,,,
2020-10-04,2,4,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",2,16,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-04,3,2,2,Ratched,TV Show,Yes,"Sep 18, 2020",16,153,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-04,4,3,-,The Outpost,Movie,,"Oct 1, 2020",3,23,tt3833480,The Outpost,"Action,Drama,History",6.8,46762
2020-10-04,5,-,-,Schittâs Creek,TV Show,,"Jan 24, 2017",1,6,,,,,
2020-10-04,6,5,1,Enola Holmes,Movie,Yes,"Sep 23, 2020",11,89,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-10-04,7,6,-,Welcome to Sudden Death,Movie,,"Sep 29, 2020",4,18,tt10804786,Welcome to Sudden Death,"Action,Adventure,Drama",4.3,3478
2020-10-04,8,8,-,Wentworth,TV Show,Yes,"Nov 8, 2014",4,11,tt2433738,Wentworth,"Crime,Drama,Thriller",8.6,26544
2020-10-04,9,-,-,Yogi Bear,Movie,,"Oct 1, 2020",2,4,tt1302067,Yogi Bear,"Adventure,Animation,Comedy",4.6,24417
2020-10-04,10,10,9,Cocomelon,TV Show,,"Jun 1, 2020",25,54,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-05,1,1,-,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",5,50,,,,,
2020-10-05,2,2,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",3,25,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-05,3,5,-,Schittâs Creek,TV Show,,"Jan 24, 2017",2,14,,,,,
2020-10-05,4,3,1,Ratched,TV Show,Yes,"Sep 18, 2020",17,160,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-05,5,-,-,Evil,TV Show,,"Oct 1, 2020",1,6,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-05,6,4,-,The Outpost,Movie,,"Oct 1, 2020",4,28,tt3833480,The Outpost,"Action,Drama,History",6.8,46762
2020-10-05,7,6,2,Enola Holmes,Movie,Yes,"Sep 23, 2020",12,93,tt7846844,Enola Holmes,"Adventure,Crime,Drama",6.6,239490
2020-10-05,8,9,-,Yogi Bear,Movie,,"Oct 1, 2020",3,7,tt1302067,Yogi Bear,"Adventure,Animation,Comedy",4.6,24417
2020-10-05,9,7,-,Welcome to Sudden Death,Movie,,"Sep 29, 2020",5,20,tt10804786,Welcome to Sudden Death,"Action,Adventure,Drama",4.3,3478
2020-10-05,10,10,-,Cocomelon,TV Show,,"Jun 1, 2020",26,55,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-06,1,1,-,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",6,60,,,,,
2020-10-06,2,2,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",4,34,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-06,3,3,-,Schittâs Creek,TV Show,,"Jan 24, 2017",3,22,,,,,
2020-10-06,4,4,1,Ratched,TV Show,Yes,"Sep 18, 2020",18,167,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-06,5,5,-,Evil,TV Show,,"Oct 1, 2020",2,12,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-06,6,-,-,Big Daddy,Movie,,"Oct 1, 2020",1,5,tt0142342,Big Daddy,"Comedy,Drama",6.4,248280
2020-10-06,7,6,-,The Outpost,Movie,,"Oct 1, 2020",5,32,tt3833480,The Outpost,"Action,Drama,History",6.8,46762
2020-10-06,8,-,-,Colombiana,Movie,,"Oct 4, 2020",1,3,tt1657507,Colombiana,"Action,Crime,Drama",6.4,113149
2020-10-06,9,10,8,Cocomelon,TV Show,,"Jun 1, 2020",27,57,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-06,10,8,-,Yogi Bear,Movie,,"Oct 1, 2020",4,8,tt1302067,Yogi Bear,"Adventure,Animation,Comedy",4.6,24417
2020-10-07,1,1,-,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",7,70,,,,,
2020-10-07,2,2,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",5,43,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-07,3,3,-,Schittâs Creek,TV Show,,"Jan 24, 2017",4,30,,,,,
2020-10-07,4,5,-,Evil,TV Show,,"Oct 1, 2020",3,19,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-07,5,4,1,Ratched,TV Show,Yes,"Sep 18, 2020",19,173,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-07,6,-,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",1,5,,,,,
2020-10-07,7,6,-,Big Daddy,Movie,,"Oct 1, 2020",2,9,tt0142342,Big Daddy,"Comedy,Drama",6.4,248280
2020-10-07,8,8,-,Colombiana,Movie,,"Oct 4, 2020",2,6,tt1657507,Colombiana,"Action,Crime,Drama",6.4,113149
2020-10-07,9,7,-,The Outpost,Movie,,"Oct 1, 2020",6,34,tt3833480,The Outpost,"Action,Drama,History",6.8,46762
2020-10-07,10,9,7,Cocomelon,TV Show,,"Jun 1, 2020",28,58,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-08,1,-,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",1,10,tt10682266,Hubie Halloween,"Comedy,Horror,Mystery",5.3,66895
2020-10-08,2,1,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",8,79,,,,,
2020-10-08,3,2,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",6,51,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-08,4,3,-,Schittâs Creek,TV Show,,"Jan 24, 2017",5,37,,,,,
2020-10-08,5,6,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",2,11,,,,,
2020-10-08,6,4,-,Evil,TV Show,,"Oct 1, 2020",4,24,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-08,7,5,2,Ratched,TV Show,Yes,"Sep 18, 2020",20,177,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-08,8,10,8,Cocomelon,TV Show,,"Jun 1, 2020",29,61,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-08,9,8,-,Colombiana,Movie,,"Oct 4, 2020",3,8,tt1657507,Colombiana,"Action,Crime,Drama",6.4,113149
2020-10-08,10,7,-,Big Daddy,Movie,,"Oct 1, 2020",3,10,tt0142342,Big Daddy,"Comedy,Drama",6.4,248280
2020-10-09,1,1,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",2,20,tt10682266,Hubie Halloween,"Comedy,Horror,Mystery",5.3,66895
2020-10-09,2,2,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",9,88,,,,,
2020-10-09,3,3,-,Emily in Paris,TV Show,Yes,"Oct 2, 2020",7,59,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-09,4,4,-,Schittâs Creek,TV Show,,"Jan 24, 2017",6,44,,,,,
2020-10-09,5,5,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",3,17,,,,,
2020-10-09,6,-,-,The 100,TV Show,,"Oct 22, 2014",1,5,tt2661044,The 100,"Action,Drama,Sci-Fi",7.5,297991
2020-10-09,7,6,-,Evil,TV Show,,"Oct 1, 2020",5,28,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-09,8,7,2,Ratched,TV Show,Yes,"Sep 18, 2020",21,180,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-09,9,8,10,Cocomelon,TV Show,,"Jun 1, 2020",30,63,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-09,10,9,-,Colombiana,Movie,,"Oct 4, 2020",4,9,tt1657507,Colombiana,"Action,Crime,Drama",6.4,113149
2020-10-10,1,1,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",3,30,tt10682266,Hubie Halloween,"Comedy,Horror,Mystery",5.3,66895
2020-10-10,2,-,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",1,9,tt10970552,The Haunting of Bly Manor,"Drama,Horror,Mystery",7.4,141534
2020-10-10,3,3,4,Emily in Paris,TV Show,Yes,"Oct 2, 2020",8,67,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-10,4,2,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",10,95,,,,,
2020-10-10,5,4,-,Schittâs Creek,TV Show,,"Jan 24, 2017",7,50,,,,,
2020-10-10,6,6,-,The 100,TV Show,,"Oct 22, 2014",2,10,tt2661044,The 100,"Action,Drama,Sci-Fi",7.5,297991
2020-10-10,7,5,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",4,21,,,,,
2020-10-10,8,-,7,The Great British Baking Show,TV Show,,"Oct 3, 2015",3,11,tt1877368,The Great British Baking Show,"Game-Show,Reality-TV",8.6,15026
2020-10-10,9,8,2,Ratched,TV Show,Yes,"Sep 18, 2020",22,182,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-10,10,7,-,Evil,TV Show,,"Oct 1, 2020",6,29,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-11,1,2,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",2,19,tt10970552,The Haunting of Bly Manor,"Drama,Horror,Mystery",7.4,141534
2020-10-11,2,1,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",4,39,tt10682266,Hubie Halloween,"Comedy,Horror,Mystery",5.3,66895
2020-10-11,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",9,75,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-11,4,4,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",11,102,,,,,
2020-10-11,5,5,5,Schittâs Creek,TV Show,,"Jan 24, 2017",8,56,,,,,
2020-10-11,6,7,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",5,26,,,,,
2020-10-11,7,6,-,The 100,TV Show,,"Oct 22, 2014",3,14,tt2661044,The 100,"Action,Drama,Sci-Fi",7.5,297991
2020-10-11,8,9,3,Ratched,TV Show,Yes,"Sep 18, 2020",23,185,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-11,9,10,-,Evil,TV Show,,"Oct 1, 2020",7,31,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-11,10,8,-,The Great British Baking Show,TV Show,,"Oct 3, 2015",4,12,tt1877368,The Great British Baking Show,"Game-Show,Reality-TV",8.6,15026
2020-10-12,1,1,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",3,29,tt10970552,The Haunting of Bly Manor,"Drama,Horror,Mystery",7.4,141534
2020-10-12,2,2,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",5,48,tt10682266,Hubie Halloween,"Comedy,Horror,Mystery",5.3,66895
2020-10-12,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",10,83,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-12,4,6,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",6,33,,,,,
2020-10-12,5,4,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",12,108,,,,,
2020-10-12,6,5,3,Schittâs Creek,TV Show,,"Jan 24, 2017",9,61,,,,,
2020-10-12,7,7,-,The 100,TV Show,,"Oct 22, 2014",4,18,tt2661044,The 100,"Action,Drama,Sci-Fi",7.5,297991
2020-10-12,8,9,5,Evil,TV Show,,"Oct 1, 2020",8,34,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-12,9,8,4,Ratched,TV Show,Yes,"Sep 18, 2020",24,187,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-12,10,-,10,Cocomelon,TV Show,,"Jun 1, 2020",31,64,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-13,1,1,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",4,39,tt10970552,The Haunting of Bly Manor,"Drama,Horror,Mystery",7.4,141534
2020-10-13,2,2,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",6,57,tt10682266,Hubie Halloween,"Comedy,Horror,Mystery",5.3,66895
2020-10-13,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",11,91,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-13,4,6,3,Schittâs Creek,TV Show,,"Jan 24, 2017",10,68,,,,,
2020-10-13,5,7,-,The 100,TV Show,,"Oct 22, 2014",5,24,tt2661044,The 100,"Action,Drama,Sci-Fi",7.5,297991
2020-10-13,6,4,-,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",7,38,,,,,
2020-10-13,7,5,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",13,112,,,,,
2020-10-13,8,8,5,Evil,TV Show,,"Oct 1, 2020",9,37,tt9055008,Evil,"Crime,Drama,Horror",7.7,50439
2020-10-13,9,9,4,Ratched,TV Show,Yes,"Sep 18, 2020",25,189,tt7423538,Ratched,"Crime,Drama,History",7.2,77929
2020-10-13,10,10,9,Cocomelon,TV Show,,"Jun 1, 2020",32,65,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2020-10-14,1,1,-,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",5,49,tt10970552,The Haunting of Bly Manor,"Drama,Horror,Mystery",7.4,141534
2020-10-14,2,2,-,Hubie Halloween,Movie,Yes,"Oct 7, 2020",7,66,tt10682266,Hubie Halloween,"Comedy,Horror,Mystery",5.3,66895
2020-10-14,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",12,99,tt8962124,Emily in Paris,"Comedy,Drama,Romance",6.8,135858
2020-10-14,4,4,3,Schittâs Creek,TV Show,,"Jan 24, 2017",11,75,,,,,
